Query Text	IsThirdParty
"SELECT payplancharge.ChargeDate,payplancharge.PatNum,payplancharge.Guarantor,payplancharge.ProvNum,payplancharge.ClinicNum,payplancharge.Note,payplancharge.Principal,payplancharge.ChargeType,payplancharge.Interest,payplancharge.PayPlanNum,payplan.IsClosed,payplancharge.PayPlanChargeNum,payplancharge.ProcNum,payplan.PlanNum,carrier.CarrierName,payplan.PlanCategory,payplancharge.StatementNum,payplancharge.SecDateTEntry FROM payplancharge INNER JOIN payplan ON payplan.PayPlanNum = payplancharge.PayPlanNum LEFT JOIN insplan ON insplan.PlanNum = payplan.PlanNum LEFT JOIN carrier ON carrier.CarrierNum = insplan.CarrierNum WHERE (payplancharge.Guarantor IN (61) OR payplancharge.PatNum IN (61)) AND payplancharge.ChargeDate<=CURDATE()      SSELECT payplanlink.AmountOverride,payplanlink.FKey,payplanlink.LinkType,payplanlink.SecDateTEntry,      payplan.PatNum,payplan.dynamicPayPlanTPOption,payplan.PayPlanNum,      prodlink.Fee,prodlink.Num,prodlink.ClinicNum,prodlink.ProvNum,prodlink.ProcStatus,prodlink.DiscountPlanAmt      FROM payplanlink     INNER JOIN payplan ON payplan.PayPlanNum = payplanlink.PayPlanNum      LEFT JOIN (      SSELECT procedurelog.PatNum,        (procedurelog.ProcFee*(procedurelog.UnitQty+procedurelog.BaseUnits)         +COALESCE(procAdj.AdjAmt,0)+COALESCE(procClaimProc.InsPay,0)         +COALESCE(procClaimProc.WriteOff,0)         +COALESCE(procSplit.SplitAmt,0)        ) Fee,         procedurelog.ProcNum Num,payplanlink.LinkType,payplanlink.PayPlanLinkNum,procedurelog.ClinicNum,procedurelog.ProvNum,        procedurelog.ProcStatus,procedurelog.DiscountPlanAmt       FROM payplanlink       INNER JOIN procedurelog ON procedurelog.ProcNum=payplanlink.FKey AND payplanlink.LinkType=2       LEFT JOIN (       SSELECT SUM(adjustment.AdjAmt) AdjAmt,adjustment.ProcNum,adjustment.PatNum,adjustment.ProvNum,adjustment.ClinicNum       FROM adjustment       WHERE adjustment.PatNum IN (61)       GROUP BY adjustment.ProcNum,adjustment.PatNum,adjustment.ProvNum,adjustment.ClinicNum      )procAdj ON procAdj.ProcNum=procedurelog.ProcNum       AND procAdj.PatNum=procedurelog.PatNum       AND procAdj.ProvNum=procedurelog.ProvNum       AND procAdj.ClinicNum=procedurelog.ClinicNum      LEFT JOIN (       SSELECT SUM(COALESCE((CASE WHEN claimproc.Status IN (         1,4,7        ) THEN claimproc.InsPayAmt         WHEN claimproc.InsEstTotalOverride!=-1 THEN claimproc.InsEstTotalOverride ELSE claimproc.InsPayEst END),0)*-1) InsPay       ,SUM(COALESCE((CASE WHEN claimproc.Status IN (         1,4,7        ) THEN claimproc.WriteOff         WHEN claimproc.WriteOffEstOverride!=-1 THEN claimproc.WriteOffEstOverride         WHEN claimproc.WriteOffEst!=-1 THEN claimproc.WriteOffEst ELSE 0 END),0)*-1) WriteOff       ,claimproc.ProcNum       FROM claimproc        WHERE claimproc.Status!=2       AND claimproc.PatNum IN (61)       GROUP BY claimproc.ProcNum      )procClaimProc ON procClaimProc.ProcNum=procedurelog.ProcNum       LEFT JOIN (       SSELECT SUM(paysplit.SplitAmt)*-1 SplitAmt,paysplit.ProcNum       FROM paysplit       WHERE paysplit.PayPlanNum=0       AND paysplit.PatNum IN (61)       GROUP BY paysplit.ProcNum      )procSplit ON procSplit.ProcNum=procedurelog.ProcNum      UNION ALL      SSELECT adjustment.PatNum,adjustment.AdjAmt + COALESCE(adjSplit.SplitAmt,0) Fee,adjustment.AdjNum Num,payplanlink.LinkType       ,payplanlink.PayPlanLinkNum,adjustment.ClinicNum,adjustment.ProvNum,'0','0'       FROM payplanlink        INNER JOIN adjustment ON adjustment.AdjNum=payplanlink.FKey         AND payplanlink.LinkType=1       LEFT JOIN (        SSELECT SUM(COALESCE(paysplit.SplitAmt,0))*-1 SplitAmt,paysplit.AdjNum        FROM paysplit        WHERE paysplit.PayPlanNum=0        AND paysplit.PatNum IN (61)        GROUP BY paysplit.AdjNum       )adjSplit ON adjSplit.AdjNum=adjustment.AdjNum     ) prodlink ON prodlink.PayPlanLinkNum=payplanlink.PayPlanLinkNum      WHERE (payplan.Guarantor IN (61) OR payplan.PatNum IN (61));"	0
SELECT * FROM installmentplan WHERE PatNum IN (61);	0
SELECT FamFinancial FROM patientnote WHERE patnum =61;	0
"SELECT COALESCE(SUM(inspayest+writeoff),0) FROM claimproc WHERE status = 0 AND PatNum=61;"	0
SELECT SUM(SplitAmt) FROM paysplit WHERE UnearnedType>0 AND (PatNum= 61);	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum IN (61)    ORDER BY IsNotGuar, f.Birthdate;"	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum IN (61)    ORDER BY IsNotGuar, f.Birthdate;"	0
SELECT * from patplan WHERE PatNum = 61 ORDER BY Ordinal;	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=61) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=61))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
SELECT * FROM claim WHERE PatNum = 61 ORDER BY dateservice;	0
SELECT * FROM discountplansub WHERE PatNum = 61;	0
SELECT discountplan.*             FROM discountplan            INNER JOIN discountplansub ON discountplansub.DiscountPlanNum=discountplan.DiscountPlanNum            WHERE discountplansub.PatNum IN (61) ;	0
SELECT * FROM treatplan WHERE PatNum=61 ;	0
"SELECT * FROM procedurelog WHERE PatNum=61 AND ProcStatus IN (1,8);"	0
SELECT * FROM discountplansub WHERE PatNum = 61;	0
SELECT discountplan.*             FROM discountplan            INNER JOIN discountplansub ON discountplansub.DiscountPlanNum=discountplan.DiscountPlanNum            WHERE discountplansub.PatNum IN (61) ;	0
SELECT * FROM procedurelog WHERE PatNum=61 AND ProcStatus !=6 ORDER BY ProcDate;	0
SELECT * FROM treatplan WHERE PatNum=61 ;	0
SELECT * FROM proctp WHERE PatNum=61 ORDER BY ItemOrder;	0
"INSERT INTO securitylog (PermType,UserNum,LogDateTime,LogText,PatNum,CompName,FKey,LogSource,DefNum,DefNumError,DateTPrevious) VALUES(4,1,NOW(),'',61,'ALEXG',0,0,0,0,'0001-01-01 00:00:00');"	0
SELECT * FROM securitylog WHERE SecurityLogNum = 18108;	0
"INSERT INTO securityloghash (SecurityLogNum,LogHash) VALUES(18108,'SB9juZNxpwKyaqq1BM2VL9uhSMqvzu8BVETaPMrOncI=');"	0
SELECT * FROM mobileappdevice WHERE PatNum=61;	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum IN (61)    ORDER BY IsNotGuar, f.Birthdate;"	0
"SELECT provider.Abbr,procedurecode.AbbrDesc,appointment.AptDateTime,procedurelog.BaseUnits,procedurelog.ClinicNum,procedurelog.CodeNum,procedurelog.DateEntryC,orionproc.DateScheduleBy,orionproc.DateStopClock,procedurelog.DateTP,procedurecode.Descript,orionproc.DPC,orionproc.DPCpost,Dx,HideGraphics,(SSELECT MAX(HL7ProcAttachNum) FROM hl7procattach WHERE hl7procattach.ProcNum=procedurelog.ProcNum) HL7ProcAttachNum,orionproc.IsEffectiveComm,IsLocked,orionproc.IsOnCall,LaymanTerm,procedurelog.Priority,procedurecode.ProcCode,ProcDate,ProcFee,procedurelog.ProcNum,ProcNumLab,procedurelog.ProcTime,procedurelog.ProcTimeEnd,procedurelog.Prognosis,provider.ProvNum,ProcStatus,orionproc.Status2,Surf,ToothNum,ToothRange,UnitQty FROM procedurelog LEFT JOIN procedurecode ON procedurecode.CodeNum=procedurelog.CodeNum LEFT JOIN provider ON provider.ProvNum=procedurelog.ProvNum LEFT JOIN orionproc ON procedurelog.ProcNum=orionproc.ProcNum LEFT JOIN appointment ON appointment.AptNum=procedurelog.AptNum AND (appointment.AptStatus=1 OR appointment.AptStatus=5 OR appointment.AptStatus=2) WHERE procedurelog.PatNum=61 AND (ProcStatus !=6 OR IsLocked=1) ORDER BY ProcDate;"	0
"SELECT ProcNum,EntryDateTime,UserNum,Note,CASE WHEN Signature!='' THEN 1 ELSE 0 END AS SigPresent FROM procnote WHERE PatNum=61 ORDER BY EntryDateTime;"	0
SELECT * from procedurecode ORDER BY ProcCode;	0
"SELECT CommlogNum,CommDateTime,commlog.DateTimeEnd,CommType,Note,commlog.PatNum,UserNum,p1.FName,p1.LName,CommSource,CASE WHEN Signature!='' THEN 1 ELSE 0 END SigPresent FROM patient p1,patient p2,commlog WHERE commlog.PatNum=p1.PatNum AND (p1.Guarantor=p2.Guarantor OR (p1.SuperFamily>0 AND p1.SuperFamily=p2.SuperFamily)) AND p2.PatNum=61 ORDER BY CommDateTime;"	0
"SELECT FormDateTime,FormPatNum FROM formpat WHERE PatNum =61 ORDER BY FormDateTime;"	0
"SELECT RxNum,RxDate,Drug,Disp,ProvNum,Notes,PharmacyNum,UserNum,RxType,DateTStamp FROM rxpat WHERE PatNum=61 ORDER BY RxDate;"	0
"SELECT labcase.*,Description,Phone FROM labcase,laboratory WHERE labcase.LaboratoryNum=laboratory.LaboratoryNum AND PatNum=61 ORDER BY DateTimeCreated;"	0
"SELECT task.*,COALESCE(tasklist.Descript,'') ListDisc,fampat.FName,fampat.PatNum FROM patient pat INNER JOIN patient fampat ON fampat.Guarantor=pat.Guarantor INNER JOIN task ON task.KeyNum=fampat.PatNum AND task.ObjectType=1 LEFT JOIN tasklist ON task.TaskListNum=tasklist.TaskListNum WHERE pat.PatNum=61 UNION ALL SSELECT task.*,COALESCE(tasklist.Descript,'') ListDisc,patient.FName,patient.PatNum FROM task INNER JOIN appointment ON appointment.AptNum=task.KeyNum AND task.ObjectType=2 LEFT JOIN tasklist ON task.TaskListNum=tasklist.TaskListNum LEFT JOIN patient ON patient.PatNum=appointment.PatNum WHERE appointment.PatNum IN (61) ORDER BY DateTimeEntry;"	0
SELECT * FROM tasklist;	0
SELECT * FROM appointment WHERE PatNum=61 ORDER BY AptDateTime;	0
"SELECT EmailMessageNum,MsgDateTime,Subject,BodyText,PatNum,SentOrReceived,UserNum,emailmessage.HideIn,emailmessage.HtmlType FROM emailmessage WHERE PatNum=61 AND SentOrReceived NOT IN (13,12) ORDER BY MsgDateTime;"	0
SELECT PatNumFrom FROM patientlink WHERE PatNumTo=61 AND LinkType=2;	0
SELECT PatNumTo FROM patientlink WHERE PatNumFrom=61 AND LinkType=2;	0
"SELECT PatNum,LName,FName,MiddleI,Preferred,CreditType,Guarantor,HasIns,SSN FROM patient WHERE PatNum IN (61);"	0
"SELECT PatNum,Description,sheet.SheetNum,sheet.DocNum,DateTimeSheet,SheetType,AVG(CASE WHEN FieldValue!='' THEN 1 ELSE 0 END) AS SigPresent FROM sheet LEFT JOIN sheetfield ON sheet.SheetNum=sheetfield.SheetNum AND sheetfield.FieldType=9 WHERE (sheet.PatNum=61 OR PatNum IN(61)) AND SheetType!=5 AND SheetType!=12 AND IsDeleted=0 GROUP BY sheet.SheetNum,PatNum,Description,DateTimeSheet,SheetType ORDER BY DateTimeSheet;"	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum =61 ORDER BY IsNotGuar, f.Birthdate;"	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=61) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=61))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
SELECT * from patplan WHERE PatNum = 61 ORDER BY Ordinal;	0
SELECT * FROM allergy WHERE PatNum = 61;	0
SELECT * FROM appointment WHERE PatNum = '61' AND NOT (AptDateTime < '1880-01-01' AND AptStatus=3) ORDER BY AptDateTime;	0
SELECT * FROM disease WHERE PatNum=61;	0
SELECT * FROM medicationpat WHERE PatNum = 61;	0
SELECT * FROM orthohardware WHERE PatNum = 61;	0
SELECT * FROM patfield WHERE PatNum=61;	0
SELECT * FROM patientnote WHERE PatNum = 61;	0
SELECT * FROM patrestriction WHERE PatNum=61;	0
SELECT * FROM payortype WHERE PatNum = 61 ORDER BY DateStart;	0
SELECT procgroupitem.* FROM procgroupitem INNER JOIN procedurelog ON procedurelog.ProcNum=procgroupitem.GroupNum AND procedurelog.PatNum=61;	0
SELECT * FROM procmultivisit WHERE PatNum=61;	0
SELECT * FROM refattach WHERE PatNum = 61 ORDER BY ItemOrder;	0
"SELECT plannedappt.AptNum,ItemOrder,PlannedApptNum,appointment.AptDateTime,appointment.Pattern,appointment.AptStatus,COUNT(DISTINCT procedurelog.ProcNum) someAreComplete, appointment.AptNum AS schedAptNum FROM plannedappt LEFT JOIN appointment ON appointment.NextAptNum=plannedappt.AptNum AND appointment.NextAptNum!=0 LEFT JOIN procedurelog ON procedurelog.PlannedAptNum=plannedappt.AptNum AND procedurelog.ProcStatus=2 WHERE plannedappt.PatNum=61 GROUP BY plannedappt.AptNum ORDER BY ItemOrder;"	0
SELECT * FROM toothinitial WHERE PatNum = 61;	0
SELECT * FROM userweb WHERE FKeyType=1 AND FKey=61;	0
"INSERT INTO securitylog (PermType,UserNum,LogDateTime,LogText,PatNum,CompName,FKey,LogSource,DefNum,DefNumError,DateTPrevious) VALUES(5,1,NOW(),'',61,'ALEXG',0,0,0,0,'0001-01-01 00:00:00');"	0
SELECT * FROM securitylog WHERE SecurityLogNum = 18109;	0
"INSERT INTO securityloghash (SecurityLogNum,LogHash) VALUES(18109,'Amkvv8aYRGkJchhqeNKBkBQNZwJ9KMj6WNweiQbLcqc=');"	0
SELECT * FROM procbuttonquick;	0
SELECT * FROM chartview ORDER BY ItemOrder;	0
"SELECT * FROM orthohardwarespec ORDER BY OrthoHardwareType,ItemOrder;"	0
SELECT * FROM patient WHERE PatNum = 61;	0
"SELECT DISTINCT patient.PatNum,patient.LName,patient.FName,patient.MiddleI,patient.Preferred,patient.Birthdate,patient.SSN,    patient.HmPhone,patient.WkPhone,patient.Address,patient.PatStatus,patient.BillingType,patient.ChartNumber,patient.City,patient.State,    patient.PriProv,patient.SiteNum,patient.Email,patient.Country,patient.ClinicNum,patient.SecProv,patient.WirelessPhone,    '0' isExactMatch,'' Specialty,'' StatementNum    FROM patient    WHERE patient.PatStatus NOT IN(4,3,5)            ORDER BY isExactMatch DESC,patient.LName,patient.FName LIMIT 40;"	0
SELECT * FROM patient WHERE PatNum = 31;	0
SELECT COUNT(*) FROM task WHERE task.ObjectType=1 AND task.IsRepeating=0 AND task.KeyNum=31 AND TaskStatus != 2;	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum IN (31)    ORDER BY IsNotGuar, f.Birthdate;"	0
"SELECT provider.Abbr,procedurecode.AbbrDesc,appointment.AptDateTime,procedurelog.BaseUnits,procedurelog.ClinicNum,procedurelog.CodeNum,procedurelog.DateEntryC,orionproc.DateScheduleBy,orionproc.DateStopClock,procedurelog.DateTP,procedurecode.Descript,orionproc.DPC,orionproc.DPCpost,Dx,HideGraphics,(SSELECT MAX(HL7ProcAttachNum) FROM hl7procattach WHERE hl7procattach.ProcNum=procedurelog.ProcNum) HL7ProcAttachNum,orionproc.IsEffectiveComm,IsLocked,orionproc.IsOnCall,LaymanTerm,procedurelog.Priority,procedurecode.ProcCode,ProcDate,ProcFee,procedurelog.ProcNum,ProcNumLab,procedurelog.ProcTime,procedurelog.ProcTimeEnd,procedurelog.Prognosis,provider.ProvNum,ProcStatus,orionproc.Status2,Surf,ToothNum,ToothRange,UnitQty FROM procedurelog LEFT JOIN procedurecode ON procedurecode.CodeNum=procedurelog.CodeNum LEFT JOIN provider ON provider.ProvNum=procedurelog.ProvNum LEFT JOIN orionproc ON procedurelog.ProcNum=orionproc.ProcNum LEFT JOIN appointment ON appointment.AptNum=procedurelog.AptNum AND (appointment.AptStatus=1 OR appointment.AptStatus=5 OR appointment.AptStatus=2) WHERE procedurelog.PatNum=31 AND (ProcStatus !=6 OR IsLocked=1) ORDER BY ProcDate;"	0
"SELECT ProcNum,EntryDateTime,UserNum,Note,CASE WHEN Signature!='' THEN 1 ELSE 0 END AS SigPresent FROM procnote WHERE PatNum=31 ORDER BY EntryDateTime;"	0
SELECT * from procedurecode ORDER BY ProcCode;	0
"SELECT CommlogNum,CommDateTime,commlog.DateTimeEnd,CommType,Note,commlog.PatNum,UserNum,p1.FName,p1.LName,CommSource,CASE WHEN Signature!='' THEN 1 ELSE 0 END SigPresent FROM patient p1,patient p2,commlog WHERE commlog.PatNum=p1.PatNum AND p1.Guarantor=p2.Guarantor AND p2.PatNum=31 ORDER BY CommDateTime;"	0
"SELECT FormDateTime,FormPatNum FROM formpat WHERE PatNum =31 ORDER BY FormDateTime;"	0
"SELECT RxNum,RxDate,Drug,Disp,ProvNum,Notes,PharmacyNum,UserNum,RxType,DateTStamp FROM rxpat WHERE PatNum=31 ORDER BY RxDate;"	0
"SELECT labcase.*,Description,Phone FROM labcase,laboratory WHERE labcase.LaboratoryNum=laboratory.LaboratoryNum AND PatNum=31 ORDER BY DateTimeCreated;"	0
"SELECT task.*,COALESCE(tasklist.Descript,'') ListDisc,fampat.FName,fampat.PatNum FROM patient pat INNER JOIN patient fampat ON fampat.Guarantor=pat.Guarantor INNER JOIN task ON task.KeyNum=fampat.PatNum AND task.ObjectType=1 LEFT JOIN tasklist ON task.TaskListNum=tasklist.TaskListNum WHERE pat.PatNum=31 UNION ALL SSELECT task.*,COALESCE(tasklist.Descript,'') ListDisc,patient.FName,patient.PatNum FROM task INNER JOIN appointment ON appointment.AptNum=task.KeyNum AND task.ObjectType=2 LEFT JOIN tasklist ON task.TaskListNum=tasklist.TaskListNum LEFT JOIN patient ON patient.PatNum=appointment.PatNum WHERE appointment.PatNum IN (31,32) ORDER BY DateTimeEntry;"	0
SELECT * FROM tasklist;	0
SELECT * FROM appointment WHERE PatNum=31 ORDER BY AptDateTime;	0
"SELECT EmailMessageNum,MsgDateTime,Subject,BodyText,PatNum,SentOrReceived,UserNum,emailmessage.HideIn,emailmessage.HtmlType FROM emailmessage WHERE PatNum=31 AND SentOrReceived NOT IN (13,12) ORDER BY MsgDateTime;"	0
SELECT PatNumFrom FROM patientlink WHERE PatNumTo=31 AND LinkType=2;	0
SELECT PatNumTo FROM patientlink WHERE PatNumFrom=31 AND LinkType=2;	0
SELECT PatNumTo FROM patientlink WHERE PatNumFrom=32 AND LinkType=2;	0
"SELECT PatNum,LName,FName,MiddleI,Preferred,CreditType,Guarantor,HasIns,SSN FROM patient WHERE PatNum IN (31,32);"	0
"SELECT PatNum,Description,sheet.SheetNum,sheet.DocNum,DateTimeSheet,SheetType,AVG(CASE WHEN FieldValue!='' THEN 1 ELSE 0 END) AS SigPresent FROM sheet LEFT JOIN sheetfield ON sheet.SheetNum=sheetfield.SheetNum AND sheetfield.FieldType=9 WHERE (sheet.PatNum=31 OR PatNum IN(31,32)) AND SheetType!=5 AND SheetType!=12 AND IsDeleted=0 GROUP BY sheet.SheetNum,PatNum,Description,DateTimeSheet,SheetType ORDER BY DateTimeSheet;"	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum =31 ORDER BY IsNotGuar, f.Birthdate;"	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=31 OR A.Subscriber=32) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=31 OR P.PatNum=32))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
"SELECT * FROM insplan WHERE PlanNum IN(45,29,9,6,6);"	0
SELECT * from patplan WHERE PatNum = 31 ORDER BY Ordinal;	0
"SELECT * FROM benefit WHERE PlanNum IN (45,29,9,6,6) OR PatPlanNum IN (59,60,61,63,64);"	0
SELECT * FROM covcat ORDER BY CovOrder;	0
SELECT * FROM allergy WHERE PatNum = 31;	0
SELECT * FROM appointment WHERE PatNum = '31' AND NOT (AptDateTime < '1880-01-01' AND AptStatus=3) ORDER BY AptDateTime;	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=42 AND claimproc.ProcDate >= '2020-06-14' AND claimproc.Status IN(0,3,1,9,4) AND claimproc.PatNum=31;"	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=43 AND claimproc.ProcDate >= '2020-06-14' AND claimproc.Status IN(0,3,1,9,4) AND claimproc.PatNum=31;"	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=44 AND claimproc.ProcDate >= '1880-01-01' AND claimproc.Status IN(0,3,1,9,4) AND claimproc.PatNum=31;"	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=46 AND claimproc.ProcDate >= '1880-01-01' AND claimproc.Status IN(0,3,1,9,4);"	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=47 AND claimproc.ProcDate >= '1880-01-01' AND claimproc.Status IN(0,3,1,9,4);"	0
SELECT * FROM disease WHERE PatNum=31;	0
SELECT * FROM medicationpat WHERE PatNum = 31;	0
SELECT * FROM orthohardware WHERE PatNum = 31;	0
SELECT * FROM patfield WHERE PatNum=31;	0
SELECT * FROM patientnote WHERE PatNum = 31;	0
SELECT * FROM patrestriction WHERE PatNum=31;	0
SELECT * FROM payortype WHERE PatNum = 31 ORDER BY DateStart;	0
SELECT procgroupitem.* FROM procgroupitem INNER JOIN procedurelog ON procedurelog.ProcNum=procgroupitem.GroupNum AND procedurelog.PatNum=31;	0
SELECT * FROM procmultivisit WHERE PatNum=31;	0
SELECT * FROM refattach WHERE PatNum = 31 ORDER BY ItemOrder;	0
"SELECT plannedappt.AptNum,ItemOrder,PlannedApptNum,appointment.AptDateTime,appointment.Pattern,appointment.AptStatus,COUNT(DISTINCT procedurelog.ProcNum) someAreComplete, appointment.AptNum AS schedAptNum FROM plannedappt LEFT JOIN appointment ON appointment.NextAptNum=plannedappt.AptNum AND appointment.NextAptNum!=0 LEFT JOIN procedurelog ON procedurelog.PlannedAptNum=plannedappt.AptNum AND procedurelog.ProcStatus=2 WHERE plannedappt.PatNum=31 GROUP BY plannedappt.AptNum ORDER BY ItemOrder;"	0
SELECT * FROM toothinitial WHERE PatNum = 31;	0
SELECT * FROM userweb WHERE FKeyType=1 AND FKey=31;	0
"INSERT INTO securitylog (PermType,UserNum,LogDateTime,LogText,PatNum,CompName,FKey,LogSource,DefNum,DefNumError,DateTPrevious) VALUES(5,1,NOW(),'',31,'ALEXG',0,0,0,0,'0001-01-01 00:00:00');"	0
SELECT * FROM securitylog WHERE SecurityLogNum = 18110;	0
"INSERT INTO securityloghash (SecurityLogNum,LogHash) VALUES(18110,'BaRecxxQZ7gZd0njvUoJ9oiDBo/EZEBVQ4GzftgQUtg=');"	0
SELECT * FROM procbuttonquick;	0
SELECT * FROM procmultivisit WHERE IsInProcess=1;	0
SELECT * FROM carrier ORDER BY CarrierName;	0
SELECT * FROM patient WHERE PatNum = 31;	0
SELECT PatNum FROM patient WHERE Guarantor IN (31);	0
SELECT * FROM popup    WHERE (DateTimeDisabled>'2022-06-14 14:58:33' OR DateTimeDisabled='0001-01-01 00:00:00')    AND IsArchived=0    AND (     PatNum=31     OR (PatNum IN (32)      AND PopupLevel=1)    );	0
SELECT * FROM procedurelog WHERE ProcNum = 709;	0
SELECT * FROM procnote WHERE ProcNum=709 ORDER BY EntryDateTime DESC;	0
SELECT * FROM claimproc WHERE (Status=6 OR Status=8) AND PatNum = 31;	0
